transaction_id,account_id,txn_date,txn_type,amount
684,133,2024-10-24,fee,5581.77
685,133,2023-10-24,dividend,9544.08
686,133,2025-03-29,withdrawal,3478.47
687,133,2023-12-13,dividend,5337.2
688,134,2023-02-11,dividend,-2908.65
689,134,2023-11-12,deposit,-4628.07
690,134,2024-04-01,withdrawal,360.9
691,134,2023-02-26,fee,4122.27
692,134,2024-08-20,withdrawal,2896.51
693,134,2023-07-20,fee,-4661.77
694,134,2024-11-24,dividend,5073.37
695,135,2023-07-19,dividend,2356.98
696,135,2024-11-13,deposit,415.97
697,136,2024-01-14,dividend,791.69
698,136,2023-10-19,deposit,173.8
699,136,2024-04-01,fee,8114.53
700,137,2025-01-15,withdrawal,8317.07
701,137,2025-04-02,dividend,1637.57
702,138,2025-01-16,dividend,8446.43
703,138,2025-05-05,withdrawal,3807.7
704,138,2023-05-28,deposit,-1883.24
705,139,2023-03-09,fee,8997.29
706,139,2023-04-01,dividend,-4900.72
707,139,2024-02-29,fee,-2376.6
708,139,2024-12-28,dividend,3518.74
709,139,2023-07-24,withdrawal,-2209.9
710,140,2024-07-21,fee,2358.78
711,140,2025-05-04,fee,3778.12
712,140,2024-07-26,dividend,6097.84
713,140,2023-01-28,withdrawal,6868.29
714,140,2023-09-26,withdrawal,-497.46
715,141,2023-05-08,dividend,4807.19
716,141,2024-03-03,fee,-2309.42
717,141,2023-01-30,withdrawal,-3209.68
718,141,2024-05-19,fee,9914.99
719,141,2024-09-05,deposit,6183.48
720,141,2024-08-02,dividend,1541.03
721,141,2024-10-05,fee,5288.69
722,142,2024-01-18,deposit,2687.89
723,142,2025-05-15,deposit,-1106.94
724,142,2023-05-30,deposit,-204.78
725,142,2024-01-01,withdrawal,-2550.37
726,142,2024-01-05,fee,1292.71
727,142,2023-02-19,fee,-652.16
728,142,2024-06-10,deposit,-2092.78
729,143,2025-02-22,withdrawal,-3582.37
730,143,2024-07-10,withdrawal,-160.9
731,143,2025-04-26,fee,7674.92
732,143,2023-10-05,fee,5281.66
733,143,2023-04-09,fee,3016.3
734,143,2025-04-23,fee,-2844.24
735,143,2024-06-14,withdrawal,-778.73
736,144,2024-02-26,dividend,104.7
737,144,2023-04-15,withdrawal,-1731.86
738,144,2025-05-01,withdrawal,-2173.75
739,144,2024-03-03,deposit,1907.37
740,144,2023-04-30,deposit,7282.67
741,144,2024-05-06,deposit,223.15
742,144,2023-05-23,fee,7255.58
743,144,2023-06-26,fee,5648.42
744,145,2023-08-16,deposit,-3069.28
745,145,2024-12-05,withdrawal,-1601.38
746,146,2023-05-14,withdrawal,9716.64
747,146,2024-12-08,dividend,6445.36
748,146,2023-03-21,deposit,-4717.9
749,147,2023-02-13,dividend,-2054.74
750,147,2025-03-23,deposit,4896.83
751,147,2024-04-25,deposit,-3216.17
752,147,2023-02-14,fee,-4006.29
753,147,2025-02-11,deposit,-3552.45
754,148,2024-08-24,withdrawal,8517.62
755,148,2024-11-17,withdrawal,273.0
756,149,2025-05-16,withdrawal,6192.97
757,149,2024-08-16,fee,217.55
758,150,2024-06-01,withdrawal,3553.53
759,150,2025-04-19,deposit,3672.01
760,150,2024-06-25,deposit,-1745.03
761,151,2023-06-25,fee,8524.9
762,151,2025-01-12,deposit,-3519.71
763,151,2024-05-31,withdrawal,7769.45
764,152,2024-12-15,fee,3840.71
765,152,2024-11-20,dividend,9366.22
766,152,2025-05-04,withdrawal,322.34
767,152,2024-03-10,dividend,-1785.89
768,152,2024-02-22,withdrawal,-3307.32
769,153,2024-04-22,deposit,-3345.26
770,153,2024-05-22,withdrawal,6434.11
771,153,2024-07-24,fee,5832.05
772,153,2023-12-02,deposit,2405.69
773,154,2024-04-12,fee,4005.84
774,154,2024-12-04,fee,9642.69
775,154,2023-08-20,dividend,3308.74
776,154,2025-05-25,fee,1419.42
777,154,2025-05-11,deposit,7036.55
778,155,2023-07-03,fee,-4808.21
779,155,2024-11-19,dividend,-3422.42
780,155,2024-06-19,dividend,4878.22
781,155,2023-05-03,deposit,-2849.49
782,155,2024-12-12,dividend,3858.36
783,155,2025-01-29,deposit,8879.35
784,155,2023-03-08,withdrawal,455.65
785,156,2023-07-25,fee,3924.41
786,156,2023-05-06,dividend,-1506.96
787,156,2025-01-12,dividend,2486.65
788,157,2025-02-13,fee,6842.39
789,157,2023-12-31,dividend,2137.39
790,157,2024-05-11,dividend,2671.22
791,157,2025-02-25,withdrawal,1819.52
792,157,2023-09-14,deposit,2340.12
793,157,2024-10-05,withdrawal,9136.05
794,157,2023-04-12,deposit,6066.98
795,157,2024-05-25,deposit,5171.61
796,158,2024-09-11,dividend,5188.07
797,158,2023-11-07,withdrawal,4329.5
798,158,2025-02-17,deposit,-3852.24
799,159,2025-03-22,dividend,1990.33
800,159,2024-11-08,fee,2468.49
801,159,2024-07-09,fee,154.23
802,159,2025-02-21,deposit,-4526.02
803,159,2023-05-02,dividend,754.45
804,159,2025-05-23,fee,645.05
805,159,2023-02-06,dividend,-4507.1
806,159,2024-12-24,fee,-2537.84
807,160,2023-11-16,withdrawal,5735.85
808,160,2025-02-21,dividend,-3359.27
809,160,2024-11-06,dividend,3306.76
810,160,2024-05-02,dividend,3433.83
811,160,2024-06-02,withdrawal,-4163.94
812,161,2024-08-28,dividend,9563.06
813,161,2025-02-23,fee,9666.74
814,161,2023-03-04,fee,-4577.8
815,161,2023-05-12,deposit,7554.01
816,162,2025-02-22,deposit,8370.14
817,162,2024-01-25,fee,-3539.75
818,162,2024-01-01,fee,1178.94
819,162,2024-11-08,deposit,-1336.57
820,163,2024-08-29,fee,-3725.87
821,163,2025-06-08,deposit,-426.31
822,163,2023-06-23,fee,-4704.32
823,164,2024-04-16,deposit,4866.52
824,164,2024-08-04,dividend,2721.4
825,164,2023-10-01,dividend,-4693.97
826,164,2024-08-25,dividend,-4666.45
827,165,2024-08-07,dividend,854.51
828,165,2025-04-07,deposit,2325.38
829,165,2023-12-11,withdrawal,2450.97
830,165,2023-06-20,fee,4222.42
831,166,2023-07-26,dividend,2454.28
832,166,2025-05-10,deposit,7755.01
833,166,2023-10-22,withdrawal,-1022.67
834,166,2024-08-10,fee,1030.41
835,167,2025-01-04,deposit,7662.8
836,167,2024-08-29,deposit,52.57
837,167,2024-08-03,deposit,7017.79
838,168,2023-08-03,dividend,209.75
839,168,2024-10-29,deposit,7356.08
840,168,2024-03-19,fee,4951.85
841,168,2023-07-24,fee,1214.71
842,168,2024-10-01,fee,2730.54
843,169,2023-01-20,withdrawal,4417.66
844,169,2024-08-13,withdrawal,2488.05
845,169,2023-10-02,dividend,9057.44
846,169,2024-08-02,dividend,5899.23
847,169,2024-06-18,deposit,-1990.28
848,169,2023-06-01,dividend,-1394.39
849,169,2025-05-14,fee,1530.83
850,170,2024-10-11,deposit,-1946.63
851,170,2023-10-01,dividend,7355.66
852,170,2023-09-20,withdrawal,5302.82
853,170,2024-02-20,withdrawal,-1422.75
854,171,2023-01-29,withdrawal,-1316.2
855,171,2024-04-20,fee,2280.74
856,171,2024-03-08,dividend,4703.83
857,172,2023-06-13,withdrawal,-909.32
858,172,2023-09-22,deposit,6845.05
859,173,2024-10-21,withdrawal,7787.82
860,173,2025-03-12,dividend,-4701.37
861,173,2023-11-18,deposit,4024.0
862,173,2024-02-21,deposit,8451.6
863,174,2024-02-11,deposit,9147.43
864,174,2023-08-30,withdrawal,-3321.01
865,174,2024-06-18,deposit,4963.26
866,174,2024-05-23,fee,8268.47
867,174,2024-09-06,withdrawal,-3165.85
868,174,2023-12-04,fee,7485.01
869,174,2025-04-05,dividend,6225.61
870,175,2023-08-12,dividend,-2835.83
871,175,2023-08-08,withdrawal,9548.85
872,175,2024-02-23,dividend,-1185.41
873,176,2024-05-17,deposit,3002.05
874,176,2023-11-21,deposit,3186.18
875,176,2024-11-30,dividend,-1304.8
876,176,2025-06-19,fee,6764.1
877,176,2024-01-07,withdrawal,2128.33
878,176,2025-04-21,fee,-377.43
879,177,2025-05-11,deposit,6091.75
880,177,2024-12-08,deposit,8761.86
881,177,2023-09-17,withdrawal,3290.92
882,177,2024-10-16,fee,9377.25
883,177,2025-04-11,fee,5278.73
884,177,2025-05-28,withdrawal,1636.04
885,177,2024-02-07,deposit,8912.61
886,178,2023-04-03,fee,9044.84
887,178,2023-11-01,withdrawal,-1844.2
888,178,2024-03-25,withdrawal,4470.29
889,178,2025-03-19,dividend,-4491.77
890,179,2025-04-22,deposit,6691.85
891,179,2024-04-27,dividend,6054.13
892,179,2025-01-04,fee,1335.49
893,179,2025-04-24,deposit,-2594.85
894,179,2024-06-02,fee,-4004.49
895,179,2024-09-08,dividend,5938.47
896,179,2024-04-09,fee,5428.15
897,179,2024-10-18,deposit,4623.89
898,180,2025-03-21,dividend,4616.48
899,180,2024-02-15,deposit,-1998.87
900,180,2023-11-18,fee,3637.14
901,180,2023-06-11,deposit,-1255.95
902,180,2025-05-17,withdrawal,3910.24
903,180,2025-03-22,dividend,9091.27
904,180,2024-05-04,dividend,8102.59
905,181,2023-06-27,fee,5312.0
906,181,2025-03-29,fee,-773.04
907,181,2024-02-29,deposit,513.99
908,182,2025-05-04,dividend,8265.12
909,182,2023-01-22,withdrawal,9221.64
910,182,2023-04-02,withdrawal,9611.91
911,182,2023-09-26,withdrawal,5518.92
912,182,2023-02-20,withdrawal,1015.52
913,183,2023-06-02,fee,-3664.08
914,183,2023-06-24,fee,9208.65
915,183,2023-01-15,deposit,5778.75
916,183,2025-03-02,dividend,8799.84
917,183,2025-04-27,dividend,5104.15
918,184,2024-12-31,withdrawal,-1952.82
919,184,2023-10-22,fee,6196.65
920,185,2024-03-17,withdrawal,7845.07
921,185,2025-04-23,withdrawal,-755.49
922,185,2024-03-04,withdrawal,-2294.45
923,185,2023-01-30,withdrawal,-647.11
924,185,2023-08-30,fee,4265.2
925,186,2024-08-19,fee,5264.01
926,186,2023-03-29,dividend,-4845.2
927,186,2025-06-11,withdrawal,-151.31
928,187,2024-12-04,dividend,-1816.74
929,187,2024-12-26,dividend,1349.36
930,187,2023-03-16,fee,-3570.81
931,187,2023-02-23,deposit,-7.06
932,187,2024-04-27,withdrawal,8623.4
933,187,2023-01-06,deposit,-1195.15
934,187,2023-11-06,dividend,9662.86
935,188,2023-05-16,fee,9520.87
936,188,2024-08-17,deposit,-2309.42
937,188,2024-05-30,withdrawal,2392.6
938,188,2025-06-17,fee,2021.27
939,188,2023-11-21,deposit,5653.83
940,188,2023-05-26,dividend,-1093.91
941,188,2023-02-15,fee,9677.75
942,189,2025-02-04,fee,408.88
943,189,2023-10-17,dividend,8541.89
944,189,2024-09-19,fee,7443.84
945,189,2024-06-13,fee,-304.85
946,189,2023-11-20,withdrawal,6053.04
947,190,2024-07-23,withdrawal,7795.5
948,190,2023-02-24,dividend,-2166.2
949,190,2023-08-24,deposit,-2252.88
950,190,2023-09-24,dividend,-2546.68
951,190,2024-03-22,dividend,-3259.64
952,191,2024-03-28,deposit,347.8
953,191,2024-04-13,dividend,2394.83
954,191,2023-05-07,withdrawal,244.06
955,191,2025-06-08,withdrawal,-738.25
956,191,2025-02-06,withdrawal,2631.07
957,192,2024-08-20,withdrawal,9970.07
958,192,2024-06-22,deposit,6502.71
959,192,2024-03-02,withdrawal,8806.2
960,192,2025-02-25,withdrawal,2471.66
961,193,2023-01-27,fee,-735.78
962,193,2024-02-08,deposit,603.37
963,194,2023-06-07,fee,-4566.88
964,194,2025-04-30,dividend,5615.6
965,195,2024-10-05,dividend,9328.02
966,195,2023-12-04,deposit,9546.56
967,195,2023-11-29,dividend,9211.28
968,195,2023-08-05,withdrawal,7949.18
969,195,2023-11-27,fee,6972.2
970,196,2024-07-14,deposit,9278.5
971,196,2023-04-05,dividend,982.88
972,196,2023-09-03,withdrawal,9475.74
973,196,2023-04-02,dividend,-4692.32
974,196,2023-06-16,withdrawal,827.54
975,196,2023-10-19,dividend,4707.52
976,196,2023-05-04,withdrawal,-521.8
977,197,2025-01-23,dividend,7095.3
978,197,2024-12-02,fee,4052.7
979,197,2024-11-12,fee,-3558.33
980,197,2024-06-08,fee,-2001.93
981,197,2024-02-02,dividend,2146.6
982,197,2023-04-03,dividend,6347.36
983,197,2024-09-20,fee,-2204.66
984,197,2023-04-06,dividend,-4393.43
985,198,2024-11-23,dividend,-1636.55
986,198,2024-05-22,withdrawal,2909.18
987,198,2023-10-25,deposit,2023.29
988,198,2025-03-31,deposit,2164.17
989,199,2024-12-01,withdrawal,8543.55
990,199,2024-06-19,withdrawal,1415.98
991,199,2024-07-18,deposit,-3852.01
992,200,2024-06-06,deposit,1373.7
993,200,2024-04-20,deposit,4912.83
994,201,2023-12-30,fee,-1177.1
995,201,2025-02-26,deposit,2551.67
996,201,2025-01-28,deposit,4923.67
997,201,2025-03-16,withdrawal,-2266.88
998,201,2023-02-16,dividend,-3750.64
999,201,2023-11-18,fee,3808.13
1000,202,2024-09-30,dividend,7117.51
1001,202,2025-06-11,fee,7150.09
1002,202,2023-07-09,withdrawal,-3826.69
1003,202,2025-06-11,fee,5101.13
1004,202,2024-07-01,dividend,-4731.27
1005,203,2023-01-14,deposit,-2423.97
1006,203,2024-04-16,dividend,5377.09
1007,203,2023-11-07,dividend,4277.49
1008,203,2024-12-08,fee,5107.05
1009,203,2025-04-03,dividend,-460.15
1010,204,2023-01-15,withdrawal,-2137.97
1011,204,2024-12-13,deposit,9557.81
1012,204,2023-08-03,deposit,2216.76
1013,205,2024-03-22,withdrawal,7631.35
1014,205,2023-03-30,withdrawal,-486.23
1015,205,2023-06-01,dividend,2109.84
1016,206,2023-06-20,deposit,8536.23
1017,206,2024-05-11,dividend,2072.34
1018,207,2024-08-22,dividend,-1360.56
1019,207,2024-08-06,fee,7441.76
1020,207,2023-02-22,dividend,7.75
1021,207,2024-10-07,deposit,7714.44
1022,207,2024-03-01,dividend,7729.24
1023,207,2023-02-07,fee,2312.45
1024,207,2024-06-09,dividend,3865.59
1025,207,2023-08-26,dividend,5714.35
1026,208,2024-03-08,deposit,3646.05
1027,208,2023-10-02,deposit,8393.16
1028,208,2024-04-29,dividend,-3245.89
1029,208,2024-04-04,fee,5462.72
1030,208,2023-06-15,deposit,-679.84
1031,208,2024-04-25,withdrawal,157.71
1032,209,2024-08-24,withdrawal,8636.05
1033,209,2024-09-08,fee,7801.81
1034,209,2023-05-15,dividend,8247.6
1035,210,2024-03-02,dividend,7496.21
1036,210,2025-03-26,fee,2084.87
1037,210,2024-09-28,withdrawal,-1891.87
1038,210,2024-11-14,deposit,2243.35
1039,210,2023-07-24,withdrawal,-2655.29
1040,210,2023-04-14,dividend,6902.24
1041,210,2023-11-07,dividend,-1479.22
1042,211,2023-01-19,deposit,381.8
1043,211,2024-01-01,fee,5153.92
1044,211,2025-04-27,withdrawal,7891.93
1045,211,2025-04-06,deposit,-4045.02
1046,211,2023-04-27,dividend,4263.44
1047,211,2024-07-29,deposit,-1638.57
1048,212,2025-03-14,fee,328.61
1049,212,2025-02-27,deposit,8165.7
1050,212,2023-06-04,fee,7801.12
1051,212,2024-12-24,deposit,-4243.67
1052,213,2025-05-11,dividend,6336.47
1053,213,2025-03-11,deposit,4158.59
1054,213,2025-04-23,deposit,3437.09
1055,213,2023-06-21,deposit,4448.89
1056,213,2024-01-06,withdrawal,-2644.51
1057,214,2025-02-19,dividend,2588.45
1058,214,2023-06-07,deposit,4706.39
1059,214,2025-04-18,fee,-2933.41
1060,214,2024-03-25,withdrawal,9544.55
1061,215,2023-09-09,deposit,7522.2
1062,215,2023-12-16,dividend,-698.63
1063,215,2023-03-29,withdrawal,-1009.77
1064,215,2024-01-05,dividend,4441.61
1065,215,2023-06-05,withdrawal,6298.09
1066,215,2025-03-17,dividend,-1577.27
1067,215,2024-02-28,dividend,8770.3
1068,215,2025-05-22,dividend,2742.33
1069,216,2023-01-31,fee,1638.68
1070,216,2025-01-04,deposit,7093.7
1071,216,2023-03-28,deposit,74.55
1072,216,2025-03-01,dividend,-2535.13
1073,216,2024-02-07,deposit,6387.89
1074,216,2024-08-11,withdrawal,-4132.85
1075,216,2024-03-05,fee,1030.04
1076,217,2025-01-08,fee,6140.46
1077,217,2023-01-09,fee,7405.05
1078,217,2024-12-18,withdrawal,1059.07
1079,217,2024-07-11,withdrawal,4365.4
1080,217,2024-12-15,dividend,178.76
1081,217,2025-03-05,dividend,-2040.56
1082,217,2023-03-28,fee,-4445.45
1083,218,2025-01-12,dividend,5783.21
1084,218,2024-06-16,withdrawal,9878.86
1085,218,2023-08-07,fee,-3607.71
1086,218,2024-06-17,fee,110.63
1087,219,2023-01-24,withdrawal,-4581.63
1088,219,2023-09-05,fee,7483.43
1089,219,2025-01-13,fee,1341.19
1090,219,2025-01-19,deposit,-4100.81
1091,219,2023-09-23,fee,4404.84
1092,219,2023-05-07,fee,-4284.01
1093,219,2024-04-04,deposit,-530.58
1094,220,2024-04-09,deposit,84.7
1095,220,2025-04-04,withdrawal,6186.37
1096,220,2023-12-25,withdrawal,-511.98
1097,220,2025-01-01,withdrawal,664.99
1098,220,2023-04-18,withdrawal,-82.3
1099,220,2025-04-22,withdrawal,6678.24
1100,220,2023-04-11,dividend,-2801.7
1101,221,2023-03-25,dividend,-3616.27
1102,221,2023-05-14,dividend,2143.8
1103,221,2023-03-21,dividend,539.41
1104,221,2024-08-25,dividend,3384.53
1105,221,2025-06-11,dividend,-1044.59
1106,222,2024-03-26,dividend,5335.27
1107,222,2025-01-19,dividend,9599.09
1108,222,2023-05-28,withdrawal,2586.79
1109,222,2024-12-29,dividend,1865.69
1110,222,2024-12-12,deposit,-1810.36
1111,223,2025-02-03,deposit,-2647.4
1112,223,2023-05-02,fee,4024.0
1113,223,2023-04-23,dividend,-3187.0
1114,223,2023-02-11,fee,2841.66
1115,223,2024-01-16,deposit,-426.13
1116,224,2023-10-29,fee,2288.88
1117,224,2023-05-26,withdrawal,6756.89
1118,224,2023-02-19,dividend,9052.31
1119,224,2023-10-18,fee,-1766.28
1120,225,2023-01-03,dividend,-3165.08
1121,225,2023-03-11,fee,8056.4
1122,225,2024-05-07,dividend,3595.89
1123,225,2023-12-12,dividend,6720.24
1124,225,2025-05-04,dividend,5800.5
1125,225,2025-02-19,withdrawal,-2922.17
1126,225,2025-02-18,dividend,1748.94
1127,225,2023-06-02,dividend,7995.18
1128,226,2025-03-30,deposit,4371.56
1129,226,2024-02-01,dividend,-1507.67
1130,226,2023-12-14,dividend,3114.92
1131,226,2025-01-23,dividend,-839.37
1132,227,2024-12-25,withdrawal,-4627.94
1133,227,2024-07-28,fee,4677.4
1134,228,2023-07-17,deposit,9327.52
1135,228,2024-08-06,deposit,2826.31
1136,228,2024-05-29,dividend,8452.96
1137,228,2024-11-05,deposit,9042.73
1138,228,2023-01-20,withdrawal,-875.56
1139,228,2023-09-09,withdrawal,7445.36
1140,228,2023-03-28,dividend,7103.82
1141,229,2024-02-16,fee,3833.4
1142,229,2025-06-01,dividend,9007.73
1143,229,2024-03-23,fee,-2292.38
1144,229,2025-05-30,deposit,2918.53
1145,229,2023-09-21,dividend,-3634.62
1146,229,2024-07-08,deposit,-2477.66
1147,230,2023-09-19,withdrawal,6524.57
1148,230,2023-11-11,withdrawal,9282.47
1149,230,2023-03-02,withdrawal,4217.13
1150,231,2023-01-28,withdrawal,5699.51
1151,231,2024-02-04,fee,-3518.84
1152,231,2024-02-27,withdrawal,8395.17
1153,231,2024-01-20,fee,9123.66
1154,232,2023-07-27,deposit,-1405.66
1155,232,2024-05-19,withdrawal,2629.32
1156,233,2023-04-28,dividend,-960.69
1157,233,2024-04-20,fee,3296.82
1158,233,2024-05-10,deposit,-4566.4
1159,233,2023-01-20,withdrawal,-962.6
1160,233,2023-09-10,deposit,6444.67
1161,233,2023-11-08,withdrawal,3523.68
1162,234,2025-05-16,deposit,4536.98
1163,234,2025-03-12,withdrawal,9518.67
1164,234,2024-07-07,fee,9779.63
1165,234,2024-07-04,withdrawal,9289.19
1166,234,2023-02-12,dividend,-4984.98
1167,235,2024-10-30,fee,9581.23
1168,235,2023-03-03,deposit,9002.6
1169,235,2023-10-07,dividend,3968.02
1170,235,2023-12-26,dividend,7636.58
1171,235,2024-08-22,withdrawal,7610.26
1172,236,2023-06-15,deposit,6087.74
1173,236,2023-11-04,deposit,-3654.27
1174,236,2025-04-30,deposit,-2905.25
1175,236,2025-06-18,fee,1479.44
1176,237,2024-11-29,fee,9181.13
1177,237,2025-02-09,fee,5616.31
1178,237,2023-09-09,fee,4934.16
1179,237,2023-12-16,fee,-1840.64
1180,237,2023-01-17,fee,8710.27
1181,237,2024-10-23,withdrawal,8833.87
1182,238,2023-01-05,dividend,8521.67
1183,238,2024-02-28,withdrawal,3336.86
1184,238,2025-02-19,dividend,891.87
1185,238,2025-03-17,deposit,8150.8
1186,238,2024-07-05,deposit,-4535.79
1187,238,2024-11-19,dividend,-3148.77
1188,239,2025-04-27,dividend,4019.66
1189,239,2023-07-01,dividend,7587.19
1190,239,2023-05-08,deposit,1940.39
1191,239,2024-03-31,withdrawal,-4859.55
1192,239,2025-02-15,deposit,-782.98
1193,239,2023-07-16,fee,-3650.5
1194,239,2025-04-07,fee,5767.14
1195,239,2024-05-20,withdrawal,9509.45
1196,240,2024-05-19,fee,8567.61
1197,240,2023-01-08,withdrawal,-2058.7
1198,241,2023-04-24,dividend,8048.74
1199,241,2023-06-24,dividend,3276.78
1200,241,2023-03-08,withdrawal,3822.47
1201,241,2023-05-11,deposit,-1105.63
1202,241,2024-06-19,withdrawal,5933.48
1203,241,2023-07-16,fee,7715.01
1204,241,2024-12-10,deposit,5166.02
1205,241,2024-11-28,fee,3401.74
1206,242,2024-03-13,deposit,4614.49
1207,242,2025-05-24,deposit,9081.39
1208,242,2025-05-14,dividend,9926.6
1209,242,2023-05-05,fee,5202.6
1210,242,2024-05-22,dividend,422.08
1211,243,2025-01-08,deposit,-1631.78
1212,243,2024-03-06,fee,2986.15
1213,243,2023-01-06,fee,877.88
1214,243,2023-03-25,fee,8201.48
1215,243,2025-01-25,deposit,-1615.58
1216,243,2023-03-18,dividend,8754.93
1217,243,2023-06-18,withdrawal,-61.63
1218,243,2024-10-03,deposit,4379.42
1219,244,2024-03-18,dividend,7120.89
1220,244,2025-05-10,fee,-1243.86
1221,245,2023-09-02,dividend,9382.04
1222,245,2025-04-21,deposit,3.83
1223,246,2023-03-16,withdrawal,6636.24
1224,246,2025-02-21,dividend,-3564.94
1225,246,2024-08-15,dividend,-3127.6
1226,246,2023-02-04,deposit,660.93
1227,246,2025-03-12,deposit,-3086.96
1228,246,2023-02-26,dividend,-477.93
1229,246,2023-03-09,dividend,-3472.59
1230,246,2024-07-26,deposit,-4216.95
1231,247,2024-02-16,dividend,-3562.55
1232,247,2023-08-27,dividend,7968.74
1233,247,2024-04-09,deposit,758.8
1234,247,2024-09-27,dividend,4288.46
1235,247,2024-10-28,fee,9063.77
1236,247,2024-04-09,deposit,2758.19
1237,247,2023-04-21,withdrawal,-3459.66
1238,247,2024-08-30,deposit,6841.25
1239,248,2024-10-14,withdrawal,2633.47
1240,248,2024-03-07,fee,2220.99
1241,248,2023-07-10,dividend,-1352.71
1242,249,2023-03-03,deposit,-3084.79
1243,249,2024-06-09,dividend,9396.12
1244,249,2023-11-15,fee,3754.99
1245,249,2023-05-31,withdrawal,2042.86
1246,249,2023-10-26,fee,532.45
1247,249,2024-06-14,deposit,3796.6
1248,249,2023-02-28,withdrawal,-1439.19
1249,249,2024-03-08,deposit,157.24
1250,250,2025-03-15,withdrawal,-3973.94
1251,250,2024-11-14,withdrawal,2135.88
1252,250,2024-09-06,dividend,5386.21
1253,251,2024-09-22,fee,-505.53
1254,251,2023-06-16,fee,-3427.28
1255,251,2024-05-22,deposit,-1708.91
1256,251,2024-10-16,deposit,-1654.62
1257,251,2024-04-22,withdrawal,4358.8
1258,251,2024-05-07,withdrawal,6018.79
1259,251,2025-04-06,fee,6101.22
1260,251,2024-02-14,withdrawal,-2236.33
1261,252,2023-01-11,fee,-3894.03
1262,252,2024-07-22,deposit,-3272.16
1263,253,2023-07-19,dividend,4470.02
1264,253,2023-02-14,fee,9629.64
1265,253,2023-07-22,withdrawal,-738.49
1266,253,2023-09-26,withdrawal,5782.55
1267,254,2023-07-02,withdrawal,-2060.19
1268,254,2025-05-13,withdrawal,-1073.17
1269,254,2023-01-22,deposit,7471.69
1270,254,2024-01-24,withdrawal,4823.04
1271,255,2023-08-04,fee,-423.91
1272,255,2024-01-14,withdrawal,7142.32
1273,256,2024-06-23,withdrawal,9656.53
1274,256,2025-06-18,dividend,5664.13
1275,256,2023-05-28,deposit,8240.85
1276,256,2025-03-24,withdrawal,-2155.38
1277,256,2024-12-12,dividend,613.83
1278,256,2024-10-13,dividend,-1331.76
1279,256,2025-02-20,deposit,4240.42
1280,257,2025-03-19,fee,-2771.5
1281,257,2023-02-24,withdrawal,4441.89
1282,257,2025-06-12,fee,-3103.12
1283,258,2023-08-03,dividend,5909.48
1284,258,2025-03-20,dividend,4952.53
1285,258,2023-06-21,deposit,2629.21
1286,258,2024-05-25,fee,2783.39
1287,258,2023-11-26,withdrawal,5687.3
1288,258,2025-01-02,dividend,9336.28
1289,259,2024-08-18,fee,1014.19
1290,259,2023-08-01,deposit,-1707.11
1291,259,2024-04-07,withdrawal,7947.52
1292,259,2023-08-12,dividend,-410.01
1293,259,2024-08-08,dividend,-2641.86
1294,260,2023-09-18,fee,3258.28
1295,260,2025-02-08,withdrawal,-3739.58
1296,260,2024-06-15,dividend,273.62
1297,260,2024-04-21,deposit,2683.93
1298,260,2024-03-12,fee,1767.27
1299,260,2024-02-23,dividend,512.68
1300,260,2023-11-21,dividend,-904.71
1301,260,2023-07-03,deposit,1625.33
1302,261,2024-01-03,deposit,8522.14
1303,261,2025-05-12,fee,2526.47
1304,261,2025-03-15,deposit,-853.63
1305,261,2023-04-11,withdrawal,-3221.18
1306,262,2024-07-13,deposit,-1995.4
1307,262,2024-11-22,withdrawal,-61.38
1308,262,2025-02-02,fee,7233.47
1309,262,2023-07-15,fee,5584.64
1310,263,2023-01-09,fee,6551.14
1311,263,2025-04-22,fee,199.49
1312,263,2024-02-20,dividend,7327.92
1313,264,2024-04-28,deposit,4811.37
1314,264,2025-06-05,withdrawal,962.58
1315,264,2025-01-10,withdrawal,6237.06
1316,264,2023-08-28,dividend,2737.38
1317,264,2025-01-09,dividend,7215.97
1318,264,2025-03-21,fee,-3711.86
1319,264,2024-03-15,withdrawal,6551.97
1320,264,2023-08-03,dividend,1580.21
1321,265,2024-01-19,deposit,-2915.75
1322,265,2023-11-09,withdrawal,9150.31
1323,265,2024-05-26,deposit,7156.02
1324,265,2023-12-14,fee,-1617.64
1325,265,2024-12-03,dividend,6289.39
1326,265,2023-11-30,fee,3804.33
1327,265,2023-05-23,deposit,-2694.63
1328,265,2024-08-04,fee,4447.59
1329,266,2024-01-26,dividend,-1936.93
1330,266,2023-03-07,dividend,3017.36
1331,266,2024-05-01,withdrawal,-3370.42
1332,266,2024-10-16,dividend,8421.16
1333,266,2023-06-25,deposit,-3435.3
1334,266,2023-02-02,withdrawal,7397.12
1335,267,2023-01-28,dividend,-2199.62
1336,267,2024-01-31,deposit,-742.74
1337,267,2023-10-26,withdrawal,4893.55
1338,267,2024-04-10,deposit,-4138.2
1339,267,2023-06-25,deposit,-98.42
1340,267,2024-02-05,dividend,-2644.47
1341,268,2024-07-03,withdrawal,1276.2
1342,268,2024-02-03,deposit,9326.45
1343,269,2023-05-14,withdrawal,8056.74
1344,269,2024-03-18,fee,7268.44
1345,269,2023-06-12,dividend,4055.64
1346,269,2024-08-24,fee,-1955.41
1347,269,2023-10-10,dividend,-1974.46
1348,269,2024-04-01,withdrawal,-4040.45
1349,269,2024-09-11,dividend,7113.49
